406	-2.312226542	1.951992011	-1.609850732	3.997905588	-0.522187865	-1.426545319	-2.537387306	-2.770089277	-2.772272145	3.202033207	-2.899907388	-0.595221881	-0.143275875	0	1
472	-3.043540624	-3.157307121	1.08846278	2.288643618	1.35980513	-1.064822523	0.325574266	-0.270952836	-0.838586565	-0.414575448	-0.50314086	0.676501545	0.035764225	529	1
4462	-2.303349568	1.75924746	-0.359744743	2.330243051	-0.821628328	-0.075787571	0.562319782	-0.238253368	-1.525411627	2.032912158	-6.560124295	0.022937323	-0.153028797	239.93	1
6986	-4.397974442	1.358367028	-2.592844218	2.679786967	-1.128130942	-1.706536388	-3.496197293	-0.247767899	-4.801637406	4.895844223	-10.91281932	0.184371686	0.84957338	59	1
7519	1.234235046	3.019740421	-4.304596885	4.73279513	3.624200831	-1.357745663	1.713444988	-1.28285782	-2.447469255	2.101343865	-4.609628391	1.464377625	0.146792735	1	1
7522	-5.163913082	-5.373245179	2.116451804	2.822735965	-0.298459812	0.439322891	1.734310531	0.700689079	-1.660426203	1.305735902	-1.190450231	2.473541458	0.200050596	1114.02	0
7526	0.008430365	4.137836835	-6.240696572	6.675732163	0.768307025	-3.353059548	-1.631734673	-2.795892464	-6.18789063	5.664394709	-9.854484823	-0.306166658	0.513573741	1	1
7529	1.335652917	-0.941235493	0.062472987	-2.683386946	-1.141245846	-0.842195075	-0.730715022	1.951577432	-0.892274787	2.375476113	-2.016115465	0.25060714	0.006222006	22.42	0
7535	-2.496897568	2.248108588	1.027287518	-0.208082512	-0.28466857	0.051691622	0.337723153	3.144748395	2.319937513	2.241242395	-1.924606635	0.544179108	0.542008401	7.49	0
7535	0.026779226	4.132463897	-6.560599968	6.348556673	1.329665669	-2.513478848	-1.6891022	-3.139409057	-6.045467798	6.754625448	-8.948178579	0.702724998	0.496699108	1	1
7538	-1.332883837	1.061150897	2.006449807	0.335083082	-0.464915525	-0.021190516	0.146869531	2.049380032	-0.079349247	0.662529104	-2.048198442	1.870365741	-0.178640793	29.99	0
7543	0.329594333	3.712889295	-5.775935108	6.078265506	1.667359013	-2.420168414	-0.812891249	-2.214311312	-5.134454471	4.560720106	-8.873748362	-0.7974836	0.404474055	1	1
7549	-0.018934938	0.605479347	1.137534445	2.021225069	0.141565023	-0.718487031	-0.191624474	1.044716616	0.129598585	1.458831834	-1.895812294	2.24651832	-0.118668605	9.99	0
7551	0.316459	3.809075947	-5.615159011	6.047445102	1.554025957	-2.651353112	-0.746579273	-2.678678542	-4.959492912	6.439053352	-7.520117393	0.386351667	0.402528068	1	1
7551	0.861826713	1.525915809	-3.253112605	0.707705668	3.561779822	2.433555567	0.279024879	0.812400644	-1.498483272	1.884503419	-3.353690669	1.356982114	0.001630824	1.5	0
